title;lien;company;categorie;Reference;Publie le;Type de poste;Lieu de travail;Experience;Etude;Remuneration proposee;Disponibilite;Langues;Mobilite
Responsable Marketing and Sales;https://www.keejob.com/offres-emploi/152503/responsable-marketing-and-sales/;BABA ALI;santé / paramédical / optique;152483;02-mars-22;CDI-CDD-SIVP;El MouroujBen ArousTunisie;Entre 1 et 2 ans;Doctorat;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Conseiller en vente;https://www.keejob.com/offres-emploi/152467/conseillerère-en-vente/;OWEN-MENS WEAR;agriculture / agro-alimentaire / environnement;152513;02-mars-22;CDD-SIVP-SIVP;Ben ArousBen ArousTunisie;Aucune expérience;Bac + 2;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Médecins anesthésie et réanimation;https://www.keejob.com/offres-emploi/152483/médecins-anesthésie-et-réanimation/;CLINIQUE ELMOUROUJ;commerce / vente / distribution;152493;02-mars-22;UNKNOWNSIVP;Centre villeTunisTunisie;Aucune expérience;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Assistant RH;https://www.keejob.com/offres-emploi/152513/assistant-rh/;ELMAZRAA;artisanat / textile / cuir;152508;02-mars-22;CDI-CDD-SIVP;Kalaa El KebiraSousseTunisie;Entre 2 et 5 ans;Bac + 3;1000 - 1200 DT / Mois;Plein temps;Français Anglais;UNKNOWN
Technico-commercial;https://www.keejob.com/offres-emploi/152493/ingénieur-technico-commercial-sav/;CLIMATECH-TRANE;commerce / vente / distribution;152501;02-mars-22;CDI-CDD-SIVP;Sfax VilleSfaxTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Graphiste dessinateur;https://www.keejob.com/offres-emploi/152508/graphiste-dessinateur/;VOILE DU SUD INGENIERIE;artisanat / textile / cuir;152509;02-mars-22;CDI-CDD-SIVP;Kalaa El KebiraSousseTunisie;Entre 2 et 5 ans;Bac + 3;100 - 1500 DT / Mois;Plein temps;Français Anglais;UNKNOWN
Développeur Web;https://www.keejob.com/offres-emploi/152501/développeur-web/;D TUSNISIA;industrie métalliques;152495;02-mars-22;CDISIVP;Menzel BouzelfaNabeulTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais Italien;LocaleInternational
Assistante de direction;https://www.keejob.com/offres-emploi/152509/assistante-de-direction/;VOILE DU SUD INGENIERIE;artisanat / textile / cuir;152507;02-mars-22;UNKNOWNSIVP;Kalaa El KebiraSousseTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Ingénieur Qualité Projets;https://www.keejob.com/offres-emploi/152495/ingénieur-qualité-projets/;MISTA;autres;152465;02-mars-22;CDISIVP;La SoukraArianaTunisie;Entre 2 et 5 ans;Bac + 3;1000 - 2000 DT / Mois;Plein temps;Arabe Français;Locale
Webmaster;https://www.keejob.com/offres-emploi/152507/webmaster/;VOILE DU SUD INGENIERIE;enseignement / formation / puériculture;152511;02-mars-22;CDI-CDD-SIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;2000 - 3000 DT / Mois;Plein temps;Arabe Français Anglais;LocaleInternational
chargés clientèles;https://www.keejob.com/offres-emploi/152465/chargés-de-clientèles-chez-mezghani-meubles/;MEUBLES MEZGAHNI;informatique / télécoms;152498;02-mars-22;CDDSIVP;JendoubaJendoubaTunisie;Entre 2 et 5 ans;Bac + 5;2000 - 3000 DT / Mois;Plein temps;Français;UNKNOWN
Business and Partnership Development Manager;https://www.keejob.com/offres-emploi/152511/business-and-partnership-development-manager/;CW LEARNING CENTER;communication / publicité / média;152485;02-mars-22;SIVPSIVP;La ManoubaTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Développeur back end;https://www.keejob.com/offres-emploi/152498/developpeur-senior-backend/;TF TELECONCEPTION;agriculture / agro-alimentaire / environnement;152388;01-mars-22;Stage/PFESIVP;SousseTunisie;Aucune expérience;Bac + 2;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Designer;https://www.keejob.com/offres-emploi/152485/junior-garphic-designer/;JINSPIRE AGENCY;informatique / télécoms;152416;01-mars-22;CDISIVP;AkoudaSousseTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;International
Stage MultiMedia/Digital;https://www.keejob.com/offres-emploi/152388/stage-multimediadigital-marketingdesign-gra/;NATULYN;industrie électro-mécaniques;152402;01-mars-22;UNKNOWNSIVP;MnihlaArianaTunisie;Entre 2 et 5 ans;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Consultant Qualité;https://www.keejob.com/offres-emploi/152416/un-consultant-qualité-confirmé/;WHITECAPE TECHNOLOGIES;tourisme / hôtellerie / restauration / loisirs;152380;01-mars-22;CDI-CDD-SIVP;Sfax EstSfaxTunisie;Entre 1 et 2 ans;Bac;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Chauffeur bus;https://www.keejob.com/offres-emploi/152402/chauffeur-bus/;MPM;agriculture / agro-alimentaire / environnement;152385;01-mars-22;Stage/PFESIVP;Ariana VilleArianaTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Vendeur;https://www.keejob.com/offres-emploi/152380/vendeur/;HEARTS WIT;agriculture / agro-alimentaire / environnement;152384;01-mars-22;Stage/PFESIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 2;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Assistante RH;https://www.keejob.com/offres-emploi/152385/assistante-rh-et-daf-stage/;LOUIZA;informatique / télécoms;152417;01-mars-22;CDISIVP;AkoudaSousseTunisie;Entre 5 et 10 ans;Bac + 5;2500 - 3000 DT / Mois;Plein temps;Français Anglais;Locale
Assistante administrative;https://www.keejob.com/offres-emploi/152384/assistante-daf/;LOUIZA;enseignement / formation / puériculture;152405;01-mars-22;UNKNOWNSIVP;MegrineBen ArousTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
01 Développeur odoo confirmé;https://www.keejob.com/offres-emploi/152417/01-développeur-odoo-confirmé/;WHITECAPE TECHNOLOGIES;consulting / étude / stratégie;152383;01-mars-22;SIVPSIVP;Ariana VilleArianaTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Développeur Web et Mobile;https://www.keejob.com/offres-emploi/152405/développeur-web-et-mobile/;EASY SCHOOL;call center / télévente;152453;01-mars-22;CDISIVP;Centre villeTunisTunisie;Moins d'un an;Formations professionnelles;UNKNOWN;Plein temps;Français;UNKNOWN
Assistant comptable;https://www.keejob.com/offres-emploi/152383/assistant-daf-e-comptabilité-finance/;VIFCO;architecture / immobilier / BTP;152395;01-mars-22;CDI-CDD-SIVP;La GouletteTunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
TELECONSEILLERS;https://www.keejob.com/offres-emploi/152453/teleconseillers/;EUROPATECH;autres;151423;01-mars-22;CDDSIVP;TunisTunisie;Entre 2 et 5 ans;Bac;UNKNOWN;Plein temps;Arabe Français;Locale
Ingénieur d'affaires Bureau d'études;https://www.keejob.com/offres-emploi/152395/ingénieur-daffaires-bureau-détudes/;GROUPE STUDI;santé / paramédical / optique;152389;01-mars-22;SIVPSIVP;Le BardoTunisTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Commercial;https://www.keejob.com/offres-emploi/151423/2-representants-commerciaux-tunis-sfax/;SOFRIP;informatique / télécoms;152438;01-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Nutritionniste;https://www.keejob.com/offres-emploi/152389/nutritionniste/;CLINIQUE LE BARDO;santé / paramédical / optique;152424;01-mars-22;CDD-SIVP-SIVP;Bab BharTunisTunisie;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Ingénieur Support Logiciel IT;https://www.keejob.com/offres-emploi/152438/ingénieur-support-sénior/;ENNOV TUNISIE;commerce / vente / distribution;152412;01-mars-22;CDISIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 3;500 - 700 DT / Mois;Plein temps;Arabe Français;Locale
Veilleur de nuit;https://www.keejob.com/offres-emploi/152424/veilleur-de-nuit/;CLINIQUE DE LA LIBERTE;informatique / télécoms;152425;01-mars-22;CDISIVP;Cite El KhadraTunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Formateur;https://www.keejob.com/offres-emploi/152412/recrutement-formateurformatrice/;CARDIOLIFE;tourisme / hôtellerie / restauration / loisirs;152420;01-mars-22;CDDSIVP;Sousse JaouharaSousseTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Ingénieur Système;https://www.keejob.com/offres-emploi/152425/ingénieur-système/;DIGITALIZE;consulting / étude / stratégie;152454;01-mars-22;UNKNOWNSIVP;La SoukraArianaTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;International
Accountant;https://www.keejob.com/offres-emploi/152420/accountant/;MEETING POINT TUNISIA;commerce / vente / distribution;152458;01-mars-22;CDDSIVP;La MarsaTunisTunisie;Entre 1 et 2 ans;Formations professionnelles;900 - 1500 DT / Mois;Plein temps;Arabe Français;Locale
Développeur web;https://www.keejob.com/offres-emploi/152454/développeur/;NETMARKETING;artisanat / textile / cuir;152450;01-mars-22;CDI-CDD-SIVP;Sousse VilleSousseTunisie;Aucune expérience;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
commercial;https://www.keejob.com/offres-emploi/152458/commercial-porte-a-porteproduits-restaurant/;DISTRI-BURGER;autres;152428;01-mars-22;CDD-SIVP-SIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Responsable de production;https://www.keejob.com/offres-emploi/152450/responsable-de-production/;T.S.E;santé / paramédical / optique;152440;01-mars-22;CDI-CDD-SIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac + 3;800 - 1000 DT / Mois;Plein temps;Français;UNKNOWN
Graphiste;https://www.keejob.com/offres-emploi/152428/graphiste-polyvalente/;NETGLASS;santé / paramédical / optique;152452;01-mars-22;CDISIVP;La MarsaTunisTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
télésecrétaires Médicales Réception d’Appels;https://www.keejob.com/offres-emploi/152440/télésecrétaires-médicales-réception-dappels/;AXESS MEDICAL;autres;152406;01-mars-22;CDD-SIVP-SIVP;TunisTunisie;Aucune expérience;Bac + 3;650 - 700 DT / Mois;Plein temps;Arabe Français;Locale
INGENIEUR PRODUCTION UNITE STERILE;https://www.keejob.com/offres-emploi/152452/ingenieur-production-unite-sterile/;LABORATOIRES ADWYA;santé / paramédical / optique;152387;01-mars-22;CDI-CDD-SIVP;El KramTunisTunisie;Entre 1 et 2 ans;Bac + 2;400 - 500 DT / Mois;Plein temps;Arabe Français;UNKNOWN
Des Techniciens en maintenances industrielles;https://www.keejob.com/offres-emploi/152406/des-techniciens-en-maintenances-industrielles/;STRAMIFLEX;tourisme / hôtellerie / restauration / loisirs;152411;01-mars-22;CDD-SIVP-SIVP;El KramTunisTunisie;Moins d'un an;Secondaire;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Secrétaire médicale;https://www.keejob.com/offres-emploi/152387/secrétaire-médicale/;CABINET PÉDOPSYCHIATRIE DR BEN MABROUK;call center / télévente;152439;01-mars-22;CDI-CDD-SIVP;Centre villeTunisTunisie;Moins d'un an;Bac + 2;700 - 1000 DT / Mois;Plein temps;Français;UNKNOWN
Frigoriste;https://www.keejob.com/offres-emploi/152411/frigoriste/;LE CORAIL SUITES HOTEL;enseignement / formation / puériculture;152318;28-févr.-22;UNKNOWNSIVP;Centre villeTunisTunisie;Moins d'un an;Bac + 4;UNKNOWN;Mi-temps/Temps partiel;Français;UNKNOWN
Prise de RDV Rachat de Crédit;https://www.keejob.com/offres-emploi/152439/produits-financiers-emission-et-réception/;AXESS GLOBAL SERVICES;commerce / vente / distribution;152339;28-févr.-22;CDDSIVP;Ben ArousBen ArousTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Formateur Comptabilité;https://www.keejob.com/offres-emploi/152318/formateur-comptabilité/;INSTITUT CENTRAL DES CADRES SUPÉRIEURS;architecture / immobilier / BTP;152348;28-févr.-22;CDISIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 5;900 - 1000 DT / Mois;Plein temps;Arabe Français Anglais;UNKNOWN
Comptable;https://www.keejob.com/offres-emploi/152339/comptable/;GOLDEN COFFEE;informatique / télécoms;152284;28-févr.-22;CDI-CDD-SIVP;El MenzahTunisTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Ingénieur fluide coordinateur BIM;https://www.keejob.com/offres-emploi/152348/ingénieur-fluide-coordinateur-bim-revit-mep/;ATGT TUNISIE;gardiennage / sécurité / maintenance;152292;28-févr.-22;CDD-SIVP-SIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 2;550 - 1000 DT / Mois;Plein temps;Arabe Français;UNKNOWN
Technicien maintenance informatique;https://www.keejob.com/offres-emploi/152284/technicien-maintenance-informatique/;NG-MULTIMEDIA;commerce / vente / distribution;152317;28-févr.-22;CDISIVP;CarthageTunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;Locale
Agents de sécurité;https://www.keejob.com/offres-emploi/152292/agents-de-sécurité-conducteur/;DKCTS;enseignement / formation / puériculture;152320;28-févr.-22;UNKNOWNSIVP;Centre villeTunisTunisie;Moins d'un an;Bac + 4;UNKNOWN;Mi-temps/Temps partiel;Français;UNKNOWN
Responsable Retail Media;https://www.keejob.com/offres-emploi/152317/responsable-retail-media/;MONOPRIX;consulting / étude / stratégie;152233;28-févr.-22;CDISIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac + 3;1000 - 1500 DT / Mois;Plein temps;Arabe Français Anglais;LocaleInternational
Formateur informatique;https://www.keejob.com/offres-emploi/152320/formateur-informatique/;INSTITUT CENTRAL DES CADRES SUPÉRIEURS;call center / télévente;152298;28-févr.-22;UNKNOWNSIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac + 1;UNKNOWN;Plein temps;Français Anglais Espagnol;UNKNOWN
Assistante de Direction;https://www.keejob.com/offres-emploi/152233/assistante-de-direction/;LOOK UP;communication / publicité / média;152367;28-févr.-22;CDI-SIVP-SIVP;Cite El KhadraTunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Télévendeurs;https://www.keejob.com/offres-emploi/152298/télévendeurs/;DIRECT PHONE SERVICES;enseignement / formation / puériculture;152321;28-févr.-22;UNKNOWNSIVP;Centre villeTunisTunisie;Moins d'un an;Bac + 4;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Creative Designer;https://www.keejob.com/offres-emploi/152367/creative-designer/;EMINENCE TUNISIE;santé / paramédical / optique;152311;28-févr.-22;CDD-SIVP-SIVP;Ariana VilleArianaTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Français;Locale
Formateur anglais;https://www.keejob.com/offres-emploi/152321/formateur-anglais/;INSTITUT CENTRAL DES CADRES SUPÉRIEURS;informatique / télécoms;152285;28-févr.-22;CDI-CDD-SIVP;TunisTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Infirmier;https://www.keejob.com/offres-emploi/152311/recrutement-du-personnel-paramédical/;MAHDHYIA MEDICAL SERVICES;autres;152275;28-févr.-22;CDDSIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Administrateur Réseaux Informatique;https://www.keejob.com/offres-emploi/152285/administrateur-réseaux-informatique/;NG-MULTIMEDIA;agriculture / agro-alimentaire / environnement;152335;28-févr.-22;CDD-SIVP-SIVP;GrombaliaNabeulTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Délégué pharmaceutique;https://www.keejob.com/offres-emploi/152275/délégué-pharmaceutique/;LABORATOIRE AGROLINE;cosmétique / parfumerie / luxe;152296;28-févr.-22;CDDSIVP;El MenzahTunisTunisie;Entre 5 et 10 ans;Bac + 3;1500 - 1800 DT / Mois;Plein temps;Arabe Français Anglais;Locale
Technicien supérieur en maintenance mécanique;https://www.keejob.com/offres-emploi/152335/technicien-supérieur-en-maintenance-mécanique/;ELMAZRAA;industrie métalliques;152295;28-févr.-22;CDD-SIVP-SIVP;MohamadiaBen ArousTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Responsable centre Esthétique et Spa;https://www.keejob.com/offres-emploi/152296/responsables-centre-spa/;BIENUS;consulting / étude / stratégie;152294;28-févr.-22;CDDSIVP;TunisTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Technicien Production;https://www.keejob.com/offres-emploi/152295/technicien-production/;ECOMAT;enseignement / formation / puériculture;152322;28-févr.-22;UNKNOWNSIVP;Centre villeTunisTunisie;Moins d'un an;Bac + 4;UNKNOWN;Mi-temps/Temps partiel;Français;UNKNOWN
Assistante de direction;https://www.keejob.com/offres-emploi/152294/assistante-de-direction/;INTERTEK CRISTAL TUNISIE;électronique / électricité / énergie;152328;28-févr.-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Formateur réseau et télécommunication;https://www.keejob.com/offres-emploi/152322/formateur-réseau-et-télécommunication/;INSTITUT CENTRAL DES CADRES SUPÉRIEURS;transport / logistique;152340;28-févr.-22;UNKNOWNSIVP;MornagBen ArousTunisie;Entre 1 et 2 ans;Bac + 4;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Proposal and Cost Control Engineer;https://www.keejob.com/offres-emploi/152328/proposal-and-cost-control-engineer/;FUTURE HORIZONS COMPANY;enseignement / formation / puériculture;152345;28-févr.-22;CDD-SIVP-SIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Contrôleur de Gestion;https://www.keejob.com/offres-emploi/152340/contrôleur-de-gestion/;ULYSSE LOGISTICS COMPANY;enseignement / formation / puériculture;152337;28-févr.-22;CDI-SIVP-SIVP;RaouedArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Assistant(e) pédagogique;https://www.keejob.com/offres-emploi/152345/assistante-pédagogique/;COLLEGE LASALLE INTERNATIONAL TUNIS;enseignement / formation / puériculture;152331;28-févr.-22;CDDSIVP;Centre villeTunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Chargé(e) Appels d’Offres et Marchés Publics;https://www.keejob.com/offres-emploi/152337/chargée-appels-doffres-et-marchés-publics/;SMARTSKILLS;communication / publicité / média;152304;28-févr.-22;CDDSIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Assistante de direction;https://www.keejob.com/offres-emploi/152331/assistante-de-direction-qualifiée/;FONDATION BOUEBDELLI LA MARSA;agriculture / agro-alimentaire / environnement;152341;28-févr.-22;CDISIVP;KairouanTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Technicien informatique;https://www.keejob.com/offres-emploi/152304/technicien-informatique/;ALPHA PROD;enseignement / formation / puériculture;152323;28-févr.-22;UNKNOWNSIVP;Centre villeTunisTunisie;Moins d'un an;Bac + 4;UNKNOWN;Mi-temps/Temps partiel;Français;UNKNOWN
Technico-commercial;https://www.keejob.com/offres-emploi/152341/technico-commerciale/;SOCIÉTÉ ALFET AL MACHIA;commerce / vente / distribution;152288;28-févr.-22;UNKNOWNSIVP;Le KefTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Formateur VB.NET / JAVA;https://www.keejob.com/offres-emploi/152323/formateur-vbnet-java/;INSTITUT CENTRAL DES CADRES SUPÉRIEURS;commerce / vente / distribution;152287;28-févr.-22;UNKNOWNSIVP;RadesBen ArousTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Chef de secteur ( Nord-ouest );https://www.keejob.com/offres-emploi/152288/chef-de-secteur-nord-ouest/;MED OIL CAMPANY;santé / paramédical / optique;152301;28-févr.-22;CDI-CDD-SIVP;Le BardoTunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Chef de secteur (Commercial terrain);https://www.keejob.com/offres-emploi/152287/chef-de-secteur-commercial-terrain/;MED OIL CAMPANY;consulting / étude / stratégie;152363;28-févr.-22;CDI-SIVP-SIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Français;UNKNOWN
Hygiéniste;https://www.keejob.com/offres-emploi/152301/hygiéniste/;CLINIQUE LE BARDO;informatique / télécoms;152372;28-févr.-22;CDI-CDD-SIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Télévendeur;https://www.keejob.com/offres-emploi/152363/télévendeur-h-f/;SYKLON;commerce / vente / distribution;152300;28-févr.-22;CDD-SIVP-SIVP;RaouedArianaTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
DA en architecture d'intérieur;https://www.keejob.com/offres-emploi/152372/da-en-architecture-dintérieur-anglais/;3D FORDECO;enseignement / formation / puériculture;152324;28-févr.-22;UNKNOWNSIVP;Centre villeTunisTunisie;Moins d'un an;Bac + 4;UNKNOWN;Mi-temps/Temps partiel;Arabe Français;UNKNOWN
Assistante de direction;https://www.keejob.com/offres-emploi/152300/assistante-de-direction/;URBAT;consulting / étude / stratégie;152299;28-févr.-22;CDI-SIVP-SIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Formateur en français;https://www.keejob.com/offres-emploi/152324/formateur-en-français/;INSTITUT CENTRAL DES CADRES SUPÉRIEURS;tourisme / hôtellerie / restauration / loisirs;152375;28-févr.-22;CDDSIVP;La GouletteTunisTunisie;Entre 2 et 5 ans;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Assistant(e) de Gestion;https://www.keejob.com/offres-emploi/152299/assistante-de-gestion/;AMEF CONSULTING;commerce / vente / distribution;152374;28-févr.-22;UNKNOWNSIVP;RadesBen ArousTunisie;Moins d'un an;Formations professionnelles;UNKNOWN;Plein temps;Français;UNKNOWN
Chef de Rang;https://www.keejob.com/offres-emploi/152375/hôtel-novotel-tunis-lac-recrute-chef-de-rang/;HÔTEL NOVOTEL LES BERGES DU LAC II;santé / paramédical / optique;152362;28-févr.-22;CDDSIVP;Bizerte SudBizerteTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Chargé(e) du commerce extérieur;https://www.keejob.com/offres-emploi/152374/chargée-du-commerce-extérieur/;MED OIL CAMPANY;recrutement / ressources humaines;152297;28-févr.-22;CDISIVP;Ben ArousBen ArousTunisie;Entre 5 et 10 ans;Bac + 5;2000 - 3000 DT / Mois;Plein temps;Arabe Français Anglais;UNKNOWN
Ingénieur Qualité Système;https://www.keejob.com/offres-emploi/152362/ingénieur-qualité-système/;PRINCE MEDICAL INDUSTRY;call center / télévente;152330;28-févr.-22;CDI-SIVP-SIVP;TunisTunisie;Moins d'un an;Bac;1000 - 1200 DT / Mois;Plein temps;Français;UNKNOWN
Responsable informatique H/F;https://www.keejob.com/offres-emploi/152297/responsable-informatique-hf/;Manpower;tourisme / hôtellerie / restauration / loisirs;152376;28-févr.-22;CDDSIVP;La GouletteTunisTunisie;Entre 2 et 5 ans;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Des conseillers en Vente Assurance- 2022;https://www.keejob.com/offres-emploi/152330/des-conseillers-en-vente-2022/;MEZZO;communication / publicité / média;152302;28-févr.-22;CDD-SIVP-SIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Maître d'hôtel;https://www.keejob.com/offres-emploi/152376/novotel-tunis-lac-recrute-maître-dhôtel/;HÔTEL NOVOTEL LES BERGES DU LAC II;commerce / vente / distribution;152360;28-févr.-22;CDISIVP;CASABLANCACASABLANCAMaroc;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
Techno commercial;https://www.keejob.com/offres-emploi/152302/techno-commercial/;ALPHA PROD;communication / publicité / média;152344;28-févr.-22;Indépendant/FreelanceSIVP;NabeulNabeulTunisie;Moins d'un an;Formations professionnelles;UNKNOWN;Mi-temps/Temps partiel;Arabe;Locale
Commercial;https://www.keejob.com/offres-emploi/152360/ingénieur-commercial-au-maroc/;MULTIVAC NORTH AFRICA;industrie électro-mécaniques;152334;28-févr.-22;UNKNOWNSIVP;El MouroujBen ArousTunisie;Moins d'un an;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Photographe;https://www.keejob.com/offres-emploi/152344/photographe-freelance/;MEDIA MKR;commerce / vente / distribution;152371;28-févr.-22;CDISIVP;Ariana VilleArianaTunisie;Aucune expérience;Bac + 1;400 - 500 DT / Mois;Plein temps;Arabe Français Anglais;Locale
technicien machine CNC;https://www.keejob.com/offres-emploi/152334/technicien-machine-cnc/;ESM;industrie métalliques;151776;28-févr.-22;CDISIVP;La MarsaTunisTunisie;Entre 5 et 10 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Commercial;https://www.keejob.com/offres-emploi/152371/commercial/;ETS ALLANI;autres;152347;28-févr.-22;UNKNOWNSIVP;MahdiaMahdiaTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
QA automation Testing;https://www.keejob.com/offres-emploi/151776/experienced-automator/;ARKENZA IT SOLUTIONS;artisanat / textile / cuir;152246;27-févr.-22;UNKNOWNSIVP;OuerdanineMonastirTunisie;Entre 1 et 2 ans;Bac + 2;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Comptable;https://www.keejob.com/offres-emploi/152347/comptable/;MNAT MAHDIA;informatique / télécoms;152261;27-févr.-22;CDD-SIVP-SIVP;La SoukraArianaTunisie;Aucune expérience;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
commercial;https://www.keejob.com/offres-emploi/152246/commercial/;BLUE PANAMA;artisanat / textile / cuir;152243;27-févr.-22;UNKNOWNSIVP;OuerdanineMonastirTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
